date, pm25, pm10, o3, no2, so2, co
2017/8/4, 84, 42, 81, , , 
2017/8/5, 98, 35, 65, , , 
2017/8/6, 83, 40, 33, , , 
2017/8/7, 96, 36, 19, , , 
2017/8/8, 77, 36, 26, , , 
2017/8/9, 79, 36, 33, , , 
2017/8/10, 82, 37, 35, , , 
2017/8/11, 86, 45, 51, , , 
2017/8/12, 98, 21, 36, , , 
2017/8/13, 54, 17, 26, , , 
2017/8/14, 46, 25, 40, , , 
2017/8/15, 63, 27, 33, , , 
2017/8/16, 70, 33, 41, , , 
2017/8/17, 76, 31, 55, , , 
2017/8/18, 75, 32, 58, , , 
2017/8/19, 76, 33, 79, , , 
2017/8/20, 79, 29, 30, , , 
2017/8/21, 57, 22, 45, , , 
2017/8/22, 47, 43, 49, , , 
2017/8/23, 63, 34, 54, , , 
2017/8/24, 67, 30, 36, , , 
2017/8/25, 68, 32, 44, , , 
2017/8/26, 77, 30, 61, , , 
2017/8/27, 72, 34, 79, , , 
2017/8/28, 77, 27, 36, , , 
2017/8/29, 62, 21, 43, , , 
2017/8/30, 60, 32, 42, , , 
2017/8/31, 89, 38, 58, , , 
2017/9/1, 100, 46, 69, , , 
2017/9/2, 111, 31, 57, , , 
2017/9/3, 77, 19, 50, , , 
2017/9/4, 61, 23, 44, , , 
2017/9/5, 67, 28, 17, , , 
2017/9/6, 78, , , , , 
2017/9/11, 85, 24, 40, , , 
2017/9/12, 63, 22, 44, , , 
2017/9/13, 59, 28, 32, , , 
2017/9/14, 64, 28, 49, , , 
2017/9/15, 68, 33, 58, , , 
2017/9/16, 81, 40, 71, , , 
2017/9/17, 91, 43, 41, , , 
2017/9/18, 89, 30, 55, , , 
2017/9/19, 70, 26, 25, , , 
2017/9/20, 65, 18, 36, , , 
2017/9/21, 51, 20, 30, , , 
2017/9/22, 59, 24, 33, , , 
2017/9/23, 68, 31, 42, , , 
2017/9/24, 76, 22, 22, , , 
2017/9/25, 60, 28, 22, , , 
2017/9/26, 66, 20, 12, , , 
2017/9/27, 57, 26, 14, , , 
2017/9/28, 62, 26, 12, , , 
2017/9/29, 61, 26, 33, , , 
2017/9/30, 66, 29, 36, , , 
2017/4/1, 94, 36, 47, , , 
2017/4/2, 84, 34, 34, , , 
2017/4/3, 91, 32, 26, , , 
2017/4/4, 83, 28, 31, , , 
2017/4/5, 67, 27, 30, , , 
2017/4/6, 67, 17, 37, , , 
2017/4/7, 49, 21, 34, , , 
2017/4/8, 66, 25, 29, , , 
2017/4/9, 72, 34, 22, , , 
2017/4/10, 86, 34, 42, , , 
2017/4/11, 82, 29, 46, , , 
2017/4/12, 84, 34, 37, , , 
2017/4/13, 86, 32, 45, , , 
2017/4/14, 81, 25, 45, , , 
2017/4/15, 75, 25, 40, , , 
2017/4/16, 67, 11, 39, , , 
2017/4/17, 45, 19, 35, , , 
2017/4/18, 60, 18, 33, , , 
2017/4/19, 55, 12, 34, , , 
2017/4/20, 50, 14, 38, , , 
2017/4/21, 65, 29, 54, , , 
2017/4/22, 84, 22, 43, , , 
2017/4/23, 63, 23, 30, , , 
2017/4/24, 73, 34, 32, , , 
2017/4/25, 87, 30, 29, , , 
2017/4/26, 78, 37, 28, , , 
2017/4/27, 88, 57, 24, , , 
2017/4/28, 92, 56, 24, , , 
2017/4/29, 93, 40, 17, , , 
2017/4/30, 86, 30, 21, , , 
2017/5/1, 63, 48, 23, , , 
2017/5/2, 88, 48, 35, , , 
2017/5/3, 91, 38, 36, , , 
2017/5/4, 82, 31, 43, , , 
2017/5/5, 76, 20, 43, , , 
2017/5/6, 63, 24, 7, , , 
2017/5/7, 66, 18, 35, , , 
2017/5/8, 46, 21, 31, , , 
2017/5/9, 61, 19, 38, , , 
2017/5/10, 58, 26, 25, , , 
2017/5/11, 66, 29, 23, , , 
2017/5/12, 71, 36, 44, , , 
2017/5/13, 78, 25, 48, , , 
2017/5/14, 63, 25, 34, , , 
2017/5/15, 70, 22, 18, , , 
2017/5/16, 58, 17, 37, , , 
2017/5/17, 53, , , , , 
2017/5/22, 67, 34, 46, , , 
2017/5/23, 80, 24, 33, , , 
2017/5/24, 52, 19, 20, , , 
2017/5/25, 44, 12, 17, , , 
2017/5/26, 30, 18, 43, , , 
2017/5/27, 48, 14, 39, , , 
2017/5/28, 41, 19, 39, , , 
2017/5/29, 63, 21, 41, , , 
2017/5/30, 56, 28, 41, , , 
2017/5/31, 68, 33, 43, , , 
2017/6/1, 79, 29, 39, , , 
2017/6/2, 69, 24, 34, , , 
2017/6/3, 54, 24, 39, , , 
2017/6/4, 50, 29, 29, , , 
2017/6/5, 67, 27, 23, , , 
2017/6/6, 64, 28, 26, , , 
2017/6/7, 64, 24, 29, , , 
2017/6/8, 51, 19, 48, , , 
2017/6/9, 57, 25, 45, , , 
2017/6/10, 62, 19, 30, , , 
2017/6/11, 49, 25, 36, , , 
2017/6/12, 60, 24, 51, , , 
2017/6/13, 61, 32, 31, , , 
2017/6/14, 80, 33, 17, , , 
2017/6/15, 211, 31, 40, , , 
2017/6/16, 91, 31, 35, , , 
2017/6/17, 56, 17, 34, , , 
2017/6/18, 39, 15, 36, , , 
2017/6/19, 42, 22, 58, , , 
2017/6/20, 55, 30, 51, , , 
2017/6/21, 66, 38, 62, , , 
2017/6/22, 77, 37, 44, , , 
2017/6/23, 78, 28, 77, , , 
2017/6/24, 70, 27, 79, , , 
2017/6/25, 65, 30, 75, , , 
2017/6/26, 69, 36, 49, , , 
2017/6/27, 65, 34, 45, , , 
2017/6/28, 70, 34, 43, , , 
2017/6/29, 77, 43, 70, , , 
2017/6/30, 91, 47, 42, , , 
2017/1/2, 127, 117, 1, , , 
2017/1/3, 112, 74, , , , 
2017/1/4, 72, 87, , , , 
2017/1/5, 271, 26, 20, , , 
2017/1/6, 3, 29, 21, , , 
2017/1/7, 14, 49, 22, , , 
2017/1/8, 66, 44, 23, , , 
2017/1/9, 56, 54, 20, , , 
2017/1/10, 89, 82, 11, , , 
2017/1/11, 103, 324, 1, , , 
2017/1/12, 182, 363, 1, , , 
2017/1/13, 199, 108, 7, , , 
2017/1/14, 82, 64, 9, , , 
2017/1/16, 170, 137, , , , 
2017/1/17, 252, 39, 1, , , 
2017/1/18, 87, 31, 7, , , 
2017/1/19, 86, 69, 11, , , 
2017/1/20, 166, 153, 5, , , 
2017/1/21, 273, 83, 16, , , 
2017/1/22, 175, 82, 11, , , 
2017/1/23, 174, 95, 13, , , 
2017/1/24, 190, 55, 27, , , 
2017/1/25, 122, 54, 22, , , 
2017/1/26, 126, 77, 21, , , 
2017/1/27, 172, 161, 18, , , 
2017/1/28, 276, 223, 19, , , 
2017/1/29, 350, 206, 11, , , 
2017/1/30, 295, 100, 4, , , 
2017/1/31, 194, 87, 10, , , 
2017/2/1, 180, 113, 2, , , 
2017/2/2, 210, 128, 3, , , 
2017/2/3, 218, 226, 1, , , 
2017/2/4, 337, 406, 8, , , 
2017/2/5, 311, 55, 5, , , 
2017/2/6, 218, 49, 8, , , 
2017/2/7, 118, 37, 11, , , 
2017/2/8, 91, 56, 11, , , 
2017/2/9, 134, 49, 8, , , 
2017/2/10, 93, 44, 18, , , 
2017/2/11, 98, 40, 22, , , 
2017/2/12, 92, 42, 28, , , 
2017/2/13, 98, 48, 33, , , 
2017/2/14, 115, 78, 16, , , 
2017/2/15, 164, 73, 28, , , 
2017/2/16, 153, 85, 17, , , 
2017/2/17, 175, 86, 19, , , 
2017/2/18, 166, 44, 17, , , 
2017/2/19, 88, 45, 32, , , 
2017/2/20, 118, 68, 18, , , 
2017/2/21, 154, 76, 21, , , 
2017/2/22, 145, 63, 19, , , 
2017/2/23, 130, 75, 11, , , 
2017/2/24, 150, 50, 23, , , 
2017/2/25, 85, 40, 25, , , 
2017/2/26, 92, 67, 11, , , 
2017/2/27, 130, 58, 22, , , 
2017/2/28, 105, 52, 38, , , 
2017/3/1, 100, 29, 40, , , 
2017/3/2, 64, 53, 28, , , 
2017/3/3, 120, 47, 35, , , 
2017/3/4, 102, 47, 34, , , 
2017/3/5, 115, 43, 29, , , 
2017/3/6, 96, 31, 24, , , 
2017/3/7, 76, 34, 22, , , 
2017/3/8, 89, 33, 40, , , 
2017/3/9, 88, 29, 39, , , 
2017/3/10, 73, 20, 29, , , 
2017/3/11, 56, 26, 36, , , 
2017/3/12, 70, 24, 36, , , 
2017/3/13, 65, 33, 43, , , 
2017/3/14, 99, 39, 47, , , 
2017/3/15, 107, 43, 37, , , 
2017/3/16, 105, 41, 46, , , 
2017/3/17, 102, 46, 34, , , 
2017/3/18, 108, 36, 45, , , 
2017/3/19, 79, 41, 26, , , 
2017/3/20, 104, 48, 31, , , 
2017/3/21, 105, 45, 37, , 500, 
2017/3/22, 96, 47, 30, , , 
2017/3/23, 106, 50, 26, , , 
2017/3/24, 109, 54, 41, , , 
2017/3/25, 128, 43, 37, , , 
2017/3/26, 97, 22, 40, , , 
2017/3/27, 60, 37, 32, , , 
2017/3/28, 91, 46, 34, , , 
2017/3/29, 104, 36, 60, , , 
2017/3/30, 93, 27, 49, , , 
2017/3/31, 80, 40, 41, , , 
2016/10/19, 102, 28, 6, , , 
2016/10/20, 84, 36, 6, , , 
2016/10/21, 61, 35, 6, , , 
2016/10/22, 69, 30, 6, , , 
2016/10/23, 77, 45, 10, , , 
2016/10/24, 133, 65, 9, , , 
2016/10/25, 108, 60, 4, , , 
2016/10/26, 99, 55, 10, , , 
2016/10/27, 45, 19, 14, , , 
2016/10/28, 41, 14, 12, , , 
2016/10/29, 88, 38, 13, , , 
2016/10/30, 96, 54, 24, , , 
2016/10/31, 73, 36, 23, , , 
2016/11/1, 129, 65, 7, , , 
2016/11/2, 126, 65, 7, , , 
2016/11/3, 117, 64, 9, , , 
2016/11/4, 59, 32, 7, , , 
2016/11/5, 121, 61, 6, , , 
2016/11/6, 120, 65, 13, , , 
2016/11/7, 78, 54, 4, , , 
2016/11/8, 62, 49, 4, , , 
2016/11/9, 26, 27, 2, , , 
2016/11/10, 81, 39, 2, , , 
2016/11/11, 139, 70, 1, , , 
2016/11/12, 72, 37, 4, , , 
2016/11/13, 57, 28, 17, , , 
2016/11/14, 84, 34, 11, , , 
2016/11/15, 91, 41, 13, , , 
2016/11/16, 135, 67, 6, , , 
2016/11/17, 148, 83, 6, , , 
2016/11/18, 159, 93, 4, , , 
2016/11/19, 167, 98, 5, , , 
2016/11/20, 168, 102, 7, , , 
2016/11/21, 166, 99, 2, , , 
2016/11/22, 168, 105, 4, , , 
2016/11/23, 159, 100, 1, , , 
2016/11/24, 134, 88, 2, , , 
2016/11/25, 71, 46, 3, , , 
2016/11/26, 109, 68, 1, , , 
2016/11/27, 155, 101, 1, , , 
2016/11/28, 83, 54, 13, , , 
2016/11/29, 40, 19, 17, , , 
2016/11/30, 70, 30, 18, , , 
2016/12/1, 130, 72, 3, , , 
2016/12/2, 131, 86, 4, , , 
2016/12/3, 80, 46, 11, , , 
2016/12/4, 150, 89, 4, , , 
2016/12/5, 155, 98, 3, , , 
2016/12/6, 149, 107, 2, , , 
2016/12/7, 138, 101, 4, , , 
2016/12/8, 140, 95, 3, , , 
2016/12/9, 169, 140, 2, , , 
2016/12/10, 183, 188, 1, , , 
2016/12/11, 172, 166, 1, , , 
2016/12/12, 120, 128, 5, , , 
2016/12/13, 59, 32, 18, , , 
2016/12/14, 114, 75, 1, , , 
2016/12/15, 127, 97, 2, , , 
2016/12/16, 64, 50, 5, , , 
2016/12/17, 92, 63, 5, , , 
2016/12/18, 152, 128, 1, , , 
2016/12/19, 164, 152, 1, , , 
2016/12/20, 160, 180, 1, , , 
2016/12/21, 111, 99, 1, , , 
2016/12/22, 138, 122, 1, , , 
2016/12/23, 86, 80, 1, , , 
2016/12/24, 105, 103, 1, , , 
2016/12/25, 141, 137, 1, , , 
2016/12/26, 118, 94, , , , 
2016/12/27, 62, 50, 13, , , 
2016/12/28, 55, 21, 19, , , 
2016/12/29, 44, 18, 19, , , 
2016/12/30, 30, 17, 22, , 500, 
2016/12/31, 42, 27, 19, , 500, 
2017/1/1, 127, 104, 2, , , 
2016/7/1, 70, 27, 36, 3, , 
2016/7/2, 29, 39, 43, 4, , 
2016/7/3, 40, 34, 34, 1, , 
2016/7/4, 42, 21, 43, 1, , 
2016/7/5, 32, 25, 38, 4, , 
2016/7/6, 45, 20, 37, 2, , 
2016/7/7, 19, 18, 46, 4, , 
2016/7/8, 31, 34, 53, 4, , 
2016/7/9, 49, 28, 46, 3, , 
2016/7/10, 51, 28, 38, 5, , 
2016/7/11, 47, 34, 38, 5, , 
2016/7/12, 51, 35, 43, 3, , 
2016/7/13, 62, 46, 36, 3, , 
2016/7/14, 44, , , , , 
2016/7/21, 69, 27, 39, , , 
2016/7/22, 66, 38, 49, , , 
2016/7/23, 46, 41, 47, 1, , 
2016/7/24, 50, 43, 35, , , 
2016/7/25, 49, 31, 24, , , 
2016/7/26, 32, 31, 36, , , 
2016/7/27, 39, 49, 38, , , 
2016/7/28, 53, 22, 48, , , 
2016/7/29, 26, 31, 44, , , 
2016/7/30, 35, 25, 48, , , 
2016/7/31, 28, 38, 39, , , 
2016/8/1, 45, 23, 41, , , 
2016/8/2, 20, 17, 37, , , 
2016/8/3, 17, 30, 38, , , 
2016/8/4, 35, 35, 35, , , 
2016/8/5, 44, 40, 45, , , 
2016/8/6, 46, 43, , , , 
2016/8/7, 93, 39, 24, 1, , 
2016/8/8, 70, 34, 19, 1, , 
2016/8/9, 61, 39, 28, , , 
2016/8/10, 36, 35, 29, , , 
2016/8/11, 37, 15, 27, , , 
2016/8/12, 16, 13, 34, , , 
2016/8/13, 14, 26, 38, , , 
2016/8/14, 32, 43, 37, , , 
2016/8/15, 44, 40, 36, , , 
2016/8/16, 48, 40, 33, , , 
2016/8/17, 45, 29, 28, , , 
2016/8/18, 36, 38, 31, , , 
2016/8/19, 38, 40, 38, , , 
2016/8/20, 38, 35, 39, , , 
2016/8/21, 36, 47, 23, , , 
2016/8/22, 48, 22, 22, , , 
2016/8/23, 16, 22, 29, , , 
2016/8/24, 19, 27, 34, , , 
2016/8/25, 24, 23, 29, , , 
2016/8/26, 22, 21, 40, , , 
2016/8/27, 24, 25, 36, , , 
2016/8/28, 25, 35, 39, , , 
2016/8/29, 35, 40, 42, , , 
2016/8/30, 49, 42, 43, , , 
2016/8/31, 45, 38, 29, , , 
2016/9/1, 35, 41, 36, , , 
2016/9/2, 34, 31, 47, , , 
2016/9/3, 28, 38, 38, , , 
2016/9/4, 36, 44, 33, , , 
2016/9/5, 47, 16, 19, , , 
2016/9/6, 15, 28, 3, , , 
2016/9/7, 18, 50, 12, , , 
2016/9/8, 30, 36, 19, , , 
2016/9/9, 29, 53, 19, , , 
2016/9/10, 42, 47, , , , 
2016/9/11, 29, 47, 23, , , 
2016/9/12, 37, 49, 33, , , 
2016/9/13, 40, 49, 31, , , 
2016/9/14, 38, 52, 27, , , 
2016/9/16, 62, 54, 24, , , 
2016/9/17, 77, 38, 25, , , 
2016/9/18, 25, 32, 18, , , 
2016/9/19, 70, 28, 16, , , 
2016/9/20, 95, 27, 17, , , 
2016/9/26, 103, 41, 18, , , 
2016/9/27, 176, 39, 16, , , 
2016/9/28, 103, 53, 15, , , 
2016/9/29, 93, 50, 17, , , 
2016/9/30, 227, 53, 23, , , 
2016/4/1, 64, 54, 13, 11, , 
2016/4/2, 57, 44, 25, 7, , 
2016/4/3, 50, 41, 19, 7, , 
2016/4/4, 56, 48, 21, 9, , 
2016/4/5, 42, 42, 21, 16, , 
2016/4/6, 73, 56, 17, 12, , 
2016/4/7, 101, 43, 29, 10, , 
2016/4/8, 50, 34, 18, 9, , 
2016/4/9, 24, 33, 26, 5, , 
2016/4/10, 45, 14, 30, 5, , 
2016/4/11, 24, 31, 26, 12, , 
2016/4/12, 45, 43, 20, 16, , 
2016/4/13, 49, 61, 42, 11, , 
2016/4/14, 71, 25, 33, 10, , 
2016/4/15, 22, 34, 33, 11, , 
2016/4/16, 40, 36, 31, 12, , 
2016/4/17, 43, 48, 21, 15, , 
2016/4/18, 51, 50, 24, 14, , 
2016/4/19, 54, 50, 36, 6, , 
2016/4/20, 35, 28, 30, 10, , 
2016/4/21, 18, 36, 27, 13, , 
2016/4/22, 21, 38, 32, 10, , 
2016/4/23, 24, 21, 31, 5, , 
2016/4/24, 14, 15, 18, 6, , 
2016/4/25, 10, 15, 34, 5, , 
2016/4/26, 9, 29, 24, 11, , 
2016/4/27, 12, 30, 26, 11, , 
2016/4/28, 13, 27, 26, 8, , 
2016/4/29, 11, 17, 31, 5, , 
2016/4/30, 10, 25, 31, 6, , 
2016/5/1, 14, 22, 19, 6, , 
2016/5/2, 13, 10, 24, 6, , 
2016/5/3, 6, 10, 29, 5, , 
2016/5/4, 6, 15, 31, 6, , 
2016/5/5, 12, 26, 35, 8, , 
2016/5/6, 19, 31, 35, 10, , 
2016/5/7, 13, 23, 37, 8, , 
2016/5/8, 12, 23, 30, 8, , 
2016/5/9, 13, 30, 24, 11, , 
2016/5/10, 15, 34, 20, 9, , 
2016/5/11, 13, 43, 10, 12, , 
2016/5/12, 13, 31, 32, 9, , 
2016/5/13, 12, 21, 33, 8, , 
2016/5/14, 9, 19, 29, 8, , 
2016/5/15, 8, 15, 25, 6, , 
2016/5/16, 8, 22, 23, 8, , 
2016/5/17, 11, 26, 36, 9, , 
2016/5/18, 12, 30, 29, 12, , 
2016/5/19, 12, 29, 16, 10, , 
2016/5/20, 10, 19, 7, 9, , 
2016/5/21, 11, 26, 38, 8, , 
2016/5/22, 12, 32, 26, 11, , 
2016/5/23, 18, 23, 41, 6, , 
2016/5/24, 12, 22, 31, 8, , 
2016/5/25, 15, 25, 37, 7, , 
2016/5/26, 24, 35, 29, 9, , 
2016/5/27, 19, 26, 34, 11, , 
2016/5/28, 54, , , , , 
2016/5/30, 110, 31, 37, 6, , 
2016/5/31, 23, 37, 29, 9, , 
2016/6/1, 16, 23, 24, 7, , 
2016/6/2, 15, 22, 34, 5, , 
2016/6/3, 19, 23, 35, 7, , 
2016/6/4, 52, 30, 35, 7, , 
2016/6/5, 45, 21, 31, 5, , 
2016/6/6, 30, 27, 35, 4, , 
2016/6/7, 37, 24, 38, 7, , 
2016/6/8, 36, 24, 32, 8, , 
2016/6/9, 37, 23, 29, 7, , 
2016/6/10, 34, 23, 33, 7, , 
2016/6/11, 38, 28, 33, 7, , 
2016/6/12, 36, 18, 23, 9, , 
2016/6/13, 18, 22, 30, 8, , 
2016/6/14, 29, 20, 30, 7, , 
2016/6/15, 33, 23, 32, 10, , 
2016/6/16, 28, , , , , 
2016/6/19, 66, 48, 24, , , 
2016/6/20, 64, 57, 30, , , 
2016/6/21, 70, 50, 36, , , 
2016/6/22, 61, 39, 30, , , 
2016/6/23, 56, 38, 25, , , 
2016/6/24, 52, 39, 28, , , 
2016/6/25, 43, 36, 37, , , 
2016/6/26, 44, 37, 39, 1, , 
2016/6/27, 51, 21, 37, , , 
2016/6/28, 23, 17, 34, , , 
2016/6/29, 23, 34, 37, 3, , 
2016/6/30, 31, 38, 42, 4, , 
2016/1/4, 135, 196, 2, 24, , 
2016/1/5, 232, 272, , 21, , 
2016/1/6, 277, 56, 3, 14, , 
2016/1/7, 123, 80, 3, 17, , 
2016/1/8, 157, 105, 2, 18, , 
2016/1/9, 180, 120, 2, 19, , 
2016/1/10, 191, 168, 1, 20, , 
2016/1/11, 206, 38, 21, 12, , 
2016/1/12, 106, 38, 14, 10, , 
2016/1/13, 79, 80, 4, 15, , 
2016/1/14, 144, 69, 1, 13, , 
2016/1/15, 133, 42, 12, 5, , 
2016/1/16, 59, , 20, 3, , 
2016/1/17, 51, 13, 20, 5, , 
2016/1/18, 95, 43, 21, 7, , 
2016/1/19, 108, 74, 8, 14, , 
2016/1/20, 152, 103, 15, 19, , 
2016/1/21, 180, 41, 22, 8, , 
2016/1/22, 99, 63, 17, 12, , 
2016/1/23, 128, 95, 9, 14, , 
2016/1/24, 169, 104, 8, 19, , 
2016/1/25, 169, 92, 6, 16, , 
2016/1/26, 146, 85, 4, 15, , 
2016/1/27, 153, 131, 1, 21, , 
2016/1/28, 181, 194, 1, 24, , 
2016/1/29, 216, 155, 5, 21, , 
2016/1/30, 182, 98, 5, 16, , 
2016/1/31, 148, 106, 4, 20, , 
2016/2/1, 152, 89, 4, 19, , 
2016/2/2, 134, 73, 4, 16, , 
2016/2/3, 111, 48, 13, 11, , 
2016/2/4, 77, 14, 18, 5, , 
2016/2/5, 30, 36, 22, 7, , 
2016/2/6, 67, 60, 15, 12, , 
2016/2/7, 99, 72, 12, 15, , 
2016/2/8, 105, 83, 10, 15, , 
2016/2/9, 115, 53, 3, 14, , 
2016/2/10, 77, 23, 14, 12, , 
2016/2/11, 34, 40, 10, 10, , 
2016/2/12, 58, 48, 2, 11, , 
2016/2/13, 81, 51, 9, 11, , 
2016/2/14, 97, 45, 8, 9, , 
2016/2/15, 82, 66, 4, 11, , 
2016/2/16, 81, 60, 5, 11, , 
2016/2/17, 79, 64, 1, 13, , 
2016/2/18, 84, 59, 6, 13, , 
2016/2/19, 83, 26, 17, 7, , 
2016/2/20, 43, 44, 18, 9, , 
2016/2/21, 70, 75, 9, 15, , 
2016/2/22, 116, 69, 6, 15, , 
2016/2/23, 103, 45, 14, 11, , 
2016/2/24, 65, 38, 15, 10, , 
2016/2/25, 59, 40, 11, 9, , 
2016/2/26, 60, 36, 15, 9, , 
2016/2/27, 57, 36, 19, 8, , 
2016/2/28, 56, 37, 17, 11, , 
2016/2/29, 45, 42, 19, 9, , 
2016/3/1, 70, 47, 20, 12, , 
2016/3/2, 69, 43, 17, 13, , 
2016/3/3, 74, 29, 19, 11, , 
2016/3/4, 48, 35, 20, 12, , 
2016/3/5, 64, 31, 26, 10, , 
2016/3/6, 57, 40, 19, 10, , 
2016/3/7, 64, 41, 11, 14, , 
2016/3/8, 75, 46, 8, 14, , 
2016/3/9, 70, 21, 8, 10, , 
2016/3/10, 39, 33, 7, 12, , 
2016/3/11, 57, 42, 5, 11, , 
2016/3/12, 57, 10, 10, 6, , 
2016/3/13, 20, 16, 23, 5, , 
2016/3/14, 30, 29, 14, 11, , 
2016/3/15, 39, 32, 14, 10, , 
2016/3/16, 49, 33, 13, 11, , 
2016/3/17, 57, 48, 16, 12, , 
2016/3/18, 72, 42, 35, 8, , 
2016/3/19, 69, 42, 28, 12, , 
2016/3/20, 66, 51, 17, 16, , 
2016/3/21, 73, 42, 20, 9, , 
2016/3/22, 66, 37, 10, 9, , 
2016/3/23, 36, 21, 23, 6, , 
2016/3/24, 36, 23, 33, 6, , 
2016/3/25, 46, 36, 27, 11, , 
2016/3/26, 49, 31, 34, 5, , 
2016/3/27, 51, 45, 21, 12, , 
2016/3/28, 66, 44, 19, 12, , 
2016/3/29, 66, 45, 17, 11, , 
2016/3/30, 72, 42, 22, 9, , 
2016/3/31, 66, 44, 18, 9, , 
2015/10/1, 80, , 15, 10, , 
2015/10/2, 121, , 18, 10, , 
2015/10/3, 95, , 23, 10, , 
2015/10/4, 92, , 10, 12, , 
2015/10/5, 106, , 18, 14, , 
2015/10/6, 96, , 3, 13, , 
2015/10/7, 90, , 12, 12, , 
2015/10/8, 64, , 8, 9, , 
2015/10/9, 68, , 8, 8, , 
2015/10/10, 72, , 11, 7, , 
2015/10/11, 46, , 7, 6, , 
2015/10/12, 71, , 6, 8, , 
2015/10/13, 106, , 9, 10, , 
2015/10/14, 97, 36, 6, 10, , 
2015/10/15, 73, 34, 5, 12, , 
2015/10/16, 70, 34, 6, 8, , 
2015/10/17, 70, 58, 9, 7, , 
2015/10/18, 101, 52, 7, 10, , 
2015/10/19, 95, 38, 5, 8, , 
2015/10/20, 69, 23, 13, 7, , 
2015/10/21, 61, 22, 16, 6, , 
2015/10/22, 64, 10, 17, 3, , 
2015/10/23, 40, 28, 21, 5, , 
2015/10/24, 73, 59, 10, 9, , 
2015/10/25, 130, 72, 4, 14, , 
2015/10/26, 152, 74, 6, 12, , 
2015/10/27, 157, 73, 6, 12, , 
2015/10/28, 155, 62, 5, 12, , 
2015/10/29, 140, 59, 9, 11, , 
2015/10/30, 127, 51, 10, 11, , 
2015/10/31, 124, 39, 15, 9, , 
2015/11/1, 93, 69, 8, 13, , 
2015/11/2, 143, 92, 5, 15, , 
2015/11/3, 168, 92, 5, 18, , 
2015/11/4, 169, 93, 6, 17, , 
2015/11/5, 169, 102, 6, 18, , 
2015/11/6, 174, 110, 8, 19, , 
2015/11/7, 178, 127, 4, 20, , 
2015/11/8, 193, 98, 2, 17, , 
2015/11/9, 177, 60, 6, 14, , 
2015/11/10, 133, 69, 3, 15, , 
2015/11/11, 136, 73, 3, 16, , 
2015/11/12, 156, 78, 2, 15, , 
2015/11/13, 162, 67, 13, 13, , 
2015/11/14, 152, 49, 11, 12, , 
2015/11/15, 108, 97, 2, 20, , 
2015/11/16, 174, 83, 2, 16, , 
2015/11/17, 157, 92, 1, 16, , 
2015/11/18, 166, 108, 1, 16, , 
2015/11/19, 181, 122, 1, 20, , 
2015/11/20, 190, 110, , 17, , 
2015/11/21, 182, 27, 7, 9, , 
2015/11/22, 80, 47, 2, 12, , 
2015/11/23, 97, 40, 1, 9, , 
2015/11/24, 84, 46, , 8, , 
2015/11/25, 92, 29, 3, 7, , 
2015/11/26, 70, 13, 3, 5, , 
2015/11/27, 47, 24, 4, 6, , 
2015/11/28, 50, 41, 17, 8, , 
2015/11/29, 89, 79, 3, 14, , 
2015/11/30, 151, 153, 1, 18, , 
2015/12/1, 202, 177, , 19, , 
2015/12/2, 233, 95, 1, 16, , 
2015/12/3, 169, 92, 1, 14, , 
2015/12/4, 167, 89, 1, 11, , 
2015/12/5, 164, 95, 1, 8, , 
2015/12/6, 167, 124, 1, 10, , 
2015/12/7, 177, 124, 1, 13, , 
2015/12/8, 185, 81, 2, 12, , 
2015/12/9, 156, 51, 4, 9, , 
2015/12/10, 116, 35, 8, 7, , 
2015/12/11, 83, 58, 12, 11, , 
2015/12/12, 113, 113, 5, 15, , 
2015/12/13, 186, 160, 1, 24, , 
2015/12/14, 224, 168, 1, 19, , 
2015/12/15, 221, 124, 5, 16, , 
2015/12/16, 195, 54, 8, 8, , 
2015/12/17, 114, 91, 2, 15, , 
2015/12/18, 164, 147, 1, 19, , 
2015/12/19, 202, 143, 2, 17, , 
2015/12/20, 202, 119, , 13, , 
2015/12/21, 182, 178, 1, 15, , 
2015/12/22, 217, 180, 1, 18, , 
2015/12/23, 228, 173, 1, 23, , 
2015/12/24, 241, 223, , 25, , 
2015/12/25, 263, 122, 1, 18, , 
2015/12/26, 197, 139, 1, 18, , 
2015/12/27, 209, 185, 1, 21, , 
2015/12/28, 245, 214, 1, 26, , 
2015/12/29, 260, 54, 5, 12, , 
2015/12/30, 126, , , , , 
2016/1/1, 152, 88, 8, 18, , 
2016/1/2, 166, 73, 5, 14, , 
2016/1/3, 152, 72, 4, 14, , 
2015/7/1, 70, 31, 37, 9, , 1
2015/7/2, 74, 33, 43, 9, , 1
2015/7/3, 81, 22, 34, 7, , 1
2015/7/4, 68, 27, 44, 8, , 1
2015/7/5, 73, 41, 48, 10, , 1
2015/7/6, 98, 34, 38, 12, , 1
2015/7/7, 85, 39, 36, 13, , 300
2015/7/8, 87, 45, 41, 6, , 409
2015/7/9, 104, 21, 32, 5, , 
2015/7/10, 115, 21, 45, 6, , 
2015/7/11, 64, 29, 49, 8, , 
2015/7/12, 70, 34, 39, 13, , 
2015/7/13, 80, 29, 40, 7, , 
2015/7/14, 78, 24, 36, 8, , 
2015/7/15, 71, 30, 39, 11, , 
2015/7/16, 73, 29, 42, 8, , 
2015/7/17, 75, 31, 47, 8, , 
2015/7/18, 80, 29, 46, 9, , 
